,lstm_high,gru_high,prophet_high,mean_high
2023-05-09 00:00:00,206.09300925045957,147.7934113731003,156.25409032851758,170.04683698402582
2023-05-10 00:00:00,204.62303671289285,147.38995433859236,153.6716350891626,168.56154204688258
2023-05-11 00:00:00,203.21654686504465,146.88012139280227,150.7159840182291,166.937550758692
2023-05-12 00:00:00,201.90802390818047,146.22988622907837,146.96566679324934,165.03452564350272
2023-05-13 00:00:00,200.71874302455674,145.48519845914097,121.85224962542551,156.01873036970775
2023-05-14 00:00:00,199.65690571573035,144.7187415221174,119.70100339952234,154.69221687912335
2023-05-15 00:00:00,198.72151047821083,143.99211239394685,142.83979147355808,161.85113811523857
