,mean_close,mean_open,mean_high,mean_low,mean_adj,mean_vol
2023-05-09 00:00:00,174.0308921178681,165.15787196761565,170.04683698402582,159.65362608821098,178.24019592657964,82324445.67249621
2023-05-10 00:00:00,172.52484303771072,163.43494861144094,168.56154204688258,158.3994922866149,176.698083168823,81698465.50623225
2023-05-11 00:00:00,170.56772607784004,161.8752892139459,166.937550758692,156.70919336225867,174.66698708916707,82756770.08977677
2023-05-12 00:00:00,168.9712882798933,159.904322565402,165.03452564350272,155.22684691252502,172.96035505397893,83210753.56476118
2023-05-13 00:00:00,161.4570416838476,151.8725147920504,156.01873036970775,148.43222459728125,165.30868053633142,95064086.6368062
2023-05-14 00:00:00,160.08045896588592,150.3018654259789,154.69221687912335,147.21543668430806,163.7803775728499,95458828.54394515
2023-05-15 00:00:00,165.57778992934706,155.48104538721796,161.85113811523857,151.99722265545515,169.1253015635194,85484454.71346691
