,lstm_adj,gru_adj,prophet_adj,mean_adj
2023-05-09 00:00:00,218.23857781961487,168.94061760960392,147.5413923505202,178.24019592657964
2023-05-10 00:00:00,216.56186871120576,168.1142328017105,145.41814799355268,176.698083168823
2023-05-11 00:00:00,214.98523585831344,167.21011436510503,141.8056110440828,174.66698708916707
2023-05-12 00:00:00,213.52616831530008,166.1566822272399,139.19821461939685,172.96035505397893
2023-05-13 00:00:00,212.19344659505532,164.95588861280476,118.77670640113425,165.30868053633142
2023-05-14 00:00:00,210.98783539388614,163.6584688726614,116.69482845200213,163.7803775728499
2023-05-15 00:00:00,209.90569115880044,162.33248097813168,135.13773255362602,169.1253015635194
