,lstm_close,gru_close,prophet_close,mean_close
2023-05-09 00:00:00,202.04372247668312,172.50756152640088,147.5413923505202,174.0308921178681
2023-05-10 00:00:00,200.50070927201682,171.65567184756264,145.41814799355268,172.52484303771072
2023-05-11 00:00:00,199.0868667682414,170.81070042119586,141.8056110440828,170.56772607784004
2023-05-12 00:00:00,197.8216092551272,169.8940409651558,139.19821461939685,168.9712882798933
2023-05-13 00:00:00,196.7106314710545,168.88378717935404,118.77670640113425,161.4570416838476
2023-05-14 00:00:00,195.74822068478875,167.79832776086687,116.69482845200213,160.08045896588592
2023-05-15 00:00:00,194.9219168447396,166.6737203896755,135.13773255362602,165.57778992934706
